,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
16475,202302,PE,CONSULTORA,MASIVO,1110_1188_365900_365900,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB LIASSON 50ML,196.0,43.58,2.0,6942.84,0.777653,0.752386,0.001413,LIASSON / FIANCEE,DAMAS,Inactivo,
16486,202215,PE,CONSULTORA,MASIVO,3302_3413_340789_340789,2,SET,P0602155134,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,219,ANÁLOGO,0,0,,210.0,42.6,1.0,5415.0,0.797143,0.727049,0.001095,,,,
16492,202403,PE,CONSULTORA,MASIVO,1457_1654_46515_46515,999,VOLUMEN,P0280105005,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,91,POLVOS,0,0,LB POLVOS LARGA DURACION 10G,118.0,4.95,2.0,327.21,0.958051,0.780196,0.000454,L'BEL,PARA ROSTRO,ANTES DE APARECER (NUEVO),198601.0
16505,202311,PE,CONSULTORA,MASIVO,2756_3298_8411_8411,2,SET,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,108.0,31.5,1.0,25597.06,0.708333,0.837319,0.006918,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
16515,202207,PE,CONSULTORA,MASIVO,1216_1250_297519_297519,2,SET,200082170,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB NOCTURNE 30ML,135.0,49.9,1.0,2706.56,0.63037,0.631553,0.000488,NOCTURNE,PARA ROSTRO,ACTIVO,202016.0
16516,202306,PE,CONSULTORA,MASIVO,3970_4921_389084_389084,999,VOLUMEN,200104065,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,40,HUMECTANTES,0,0,LB NOCTURNE MIST NIGHT 50 ML,90.0,34.2,3.0,86.95,0.62,0.62,2.2e-05,NOCTURNE,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202205.0
16521,202307,PE,CONSULTORA,MASIVO,3490_3651_393502_393502,2,SET,200103963,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTAN MANOS ALOE V2 50G,45.0,13.45,1.0,8983.17,0.701111,0.701111,0.005709,BOTANOLOGY,MANOS,ACTIVO,202101.0
16535,202318,PE,CONSULTORA,MASIVO,1263_1340_34939_34939,2,SET,200091759,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB NEW CODE 90ML,160.0,57.77,1.0,3378.24,0.638937,0.649815,0.000499,NEW CODE,CABALLEROS,ANTES DE APARECER (NUEVO),201401.0
16536,202303,PE,CONSULTORA,MASIVO,1221_1323_370156_370156,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,160.0,74.9,1.0,4379.43,0.531875,0.486986,0.000512,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
16537,202208,PE,CONSULTORA,MASIVO,1168_1240_301885_301885,2,SET,P0261052003,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,LB LABIAL INFINI ABSOLU 7G,58.0,18.0,1.0,5337.54,0.689655,0.663095,0.002637,L'BEL,PARA LABIOS,A DESCONTINUAR CONGELADO,202312.0
16542,202312,PE,CONSULTORA,MASIVO,1141_1186_10257_10257,999,VOLUMEN,200106355,10,COSMETICOS,A,LBEL,FRAGANCIAS,12,MUESTRAS COSMETICOS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU GLACIAL PROB 2ML,1.9,1.25,10.0,2.12,0.342105,0.342105,1.4e-05,BLEU GLACIAL,FRAGANCIAS,ACTIVO,202212.0
16544,202314,PE,CONSULTORA,MASIVO,1376_1582_18861_18861,999,VOLUMEN,200106554,10,COSMETICOS,A,LBEL,FRAGANCIAS,12,MUESTRAS COSMETICOS,13,COLONIA DE BAÑO,0,0,LB SPA NECTARINE PROB 2ML,1.9,1.02,20.0,7.78,0.463158,0.463158,6.6e-05,SPA COLLECTION NECTARINE,FRAGANCIAS,A DESCONTINUAR CONGELADO,202109.0
16546,202313,PE,CONSULTORA,MASIVO,1005_1037_14442_14442,2,SET,P0280084002,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,LB DELIN LINER ILIMITE 2.5ML,66.0,19.64,1.0,5591.08,0.702424,0.696284,0.002503,L'BEL,PARA OJOS,INACTIVO,201810.0
16547,202404,PE,CONSULTORA,MASIVO,2227_2391_57278_57278,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,86.0,27.51,1.0,0.0,0.680116,0.680128,0.0,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
16553,202403,PE,CONSULTORA,MASIVO,1083_1151_45965_45965,1,INDIVIDUAL,200103963,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTAN MANOS ALOE V2 50G,50.0,22.9,1.0,659.92,0.542,0.542,0.000395,BOTANOLOGY,MANOS,ACTIVO,202101.0
16556,202307,PE,CONSULTORA,MASIVO,1313_1370_391177_391177,2,SET,P0602155160,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,033,BOLSA,1,0,,3.0,0.0,1.0,0.0,1.0,0.598661,0.000645,,,,
16558,202208,PE,CONSULTORA,MASIVO,1181_1253_301905_301905,3,SET,200095935,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,LB LE TEMPO 90ML,184.0,33.3,1.0,17581.06,0.819022,0.720755,0.005109,LE TEMPO,CABALLEROS,INACTIVO,201903.0
16561,202309,PE,CONSULTORA,MASIVO,2818_3376_404396_404396,3,SET,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,168.0,44.0,1.0,6003.69,0.738095,0.683773,0.001232,MITHYKA,DAMAS,Inactivo,
16563,202308,PE,CONSULTORA,MASIVO,1426_1510_1361_1361,999,VOLUMEN,200109538,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,LB MITHYKA LUMIERE PARF 50ML,167.0,41.84,1.0,19077.44,0.749461,0.730956,0.003931,MITHYKA LUMIERE,DAMAS,ACTIVO,202214.0
16566,202218,PE,CONSULTORA,MASIVO,3680_3972_358580_358580,1,INDIVIDUAL,200107825,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,04,CUIDADO PERSONAL,093,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC NUTRICI 200 ML,42.0,11.9,1.0,4204.0,0.716667,0.716667,0.003029,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
16567,202206,PE,CONSULTORA,MASIVO,1202_1273_292654_292654,2,SET,P0279092003,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,025,MASCARA,0,0,LB MASCARA MEGACILS EXTEND 9G,65.0,17.79,1.0,7615.27,0.726308,0.735013,0.003902,L'BEL,PARA OJOS,INACTIVO,201401.0
16569,202312,PE,CONSULTORA,MASIVO,1116_1159_10229_10229,2,SET,200004616,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,041,NUTRITIVAS REVITALIZADORA,0,0,LB CT CC DERMOCLARITE DIA 30ML,138.0,50.0,1.0,20295.39,0.637681,0.746447,0.003449,DERMO CLARITE,PARA ROSTRO,Inactivo,
16570,202303,PE,CONSULTORA,MASIVO,1226_1349_370182_370182,999,VOLUMEN,P0261050000,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,091,POLVOS,0,0,LB POLVOS DIVINE DORADO 10G,112.0,34.95,2.0,47747.02,0.687946,0.687946,0.012083,L'BEL,PARA ROSTRO,INACTIVO,201401.0
16579,202211,PE,CONSULTORA,MASIVO,2799_2917_318673_318673,2,SET,200104714,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,09,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB SPA COLL CR MAN DURAZNO 75G,50.0,10.0,1.0,13010.45,0.8,0.730588,0.011645,SPA COLLECTION,MANOS,LIQUIDACIÓN,202110.0
16580,202305,PE,CONSULTORA,MASIVO,1512_2038_380072_380072,999,VOLUMEN,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,04,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,96.0,32.47,4.0,80445.97,0.661771,0.661771,0.021872,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
16584,202404,PE,CONSULTORA,MASIVO,957_1107_56043_56043,999,VOLUMEN,P0261050000,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,091,POLVOS,0,0,LB POLVOS DIVINE DORADO 10G,123.0,34.95,2.0,0.0,0.715854,0.715854,0.0,L'BEL,PARA ROSTRO,INACTIVO,201401.0
16585,202315,PE,CONSULTORA,MASIVO,1138_1243_22753_22753,999,VOLUMEN,200109875,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,LB SATIN NUDE PERF 50ML,195.0,82.9,1.0,1967.01,0.574872,0.574872,0.00021,SATIN NUDE,DAMAS,ACTIVO,202307.0
16586,202211,PE,CONSULTORA,MASIVO,2772_2890_318646_318646,2,SET,200102421,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,LB MON LBEL RUBI PARFUM 40ML,200.0,56.12,1.0,18167.92,0.7194,0.719382,0.002896,MON L'BEL RUBI,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
16596,202309,PE,CONSULTORA,MASIVO,3244_3819_404921_404921,999,VOLUMEN,P0279060007,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,086,DELINEADOR OJOS,0,0,LB DELINEADOR LINER D'IMPACT 1,66.0,29.7,1.0,1384.35,0.55,0.55,0.000421,L'BEL,PARA OJOS,Inactivo,
16601,202210,PE,CONSULTORA,MASIVO,3986_4180_315200_315200,999,VOLUMEN,200105335,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE POLO PARFUM 100 ML,150.0,17.5,2.0,326.26,0.883333,0.758308,0.00017,LIVE POLO,MASCULINO,ACTIVO,202115.0
16602,202318,PE,CONSULTORA,MASIVO,1344_1476_35124_35124,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,LB LIASSON 50ML,198.0,84.9,1.0,3957.25,0.571212,0.571212,0.000412,LIASSON / FIANCEE,DAMAS,Inactivo,
16607,202212,PE,CONSULTORA,MASIVO,1136_1189_321887_321887,3,SET,P0260059001,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,014,CORRECTORES,0,0,LB CORRECTOR DUO CORRECT 5G,50.0,18.04,1.0,9036.39,0.6392,0.639157,0.004692,L'BEL,PARA ROSTRO,ACTIVO,202410.0
16608,202306,PE,CONSULTORA,MASIVO,1274_1744_385357_385357,999,VOLUMEN,200105335,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE POLO PARFUM 100 ML,158.0,36.94,2.0,2441.79,0.766203,0.743523,0.000575,LIVE POLO,MASCULINO,ACTIVO,202115.0
16610,202306,PE,CONSULTORA,MASIVO,3376_4290_388310_388310,2,SET,210097030,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,04,CUIDADO PERSONAL,366,ADULTOS,0,0,LB BOTAN JAB BARRA 3UN,21.0,6.33,1.0,6180.99,0.698571,0.698485,0.008504,BOTANOLOGY,JABONES,ACTIVO,202015.0
16612,202209,PE,CONSULTORA,MASIVO,3334_3450_309039_309039,2,SET,200101369,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,001,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA ELIXIR PARFUM 50 ML,165.0,56.26,1.0,47.68,0.65903,0.745045,8e-06,MITHYKA ELIXIR,DAMAS,ACTIVO,202107.0
16621,202205,PE,CONSULTORA,MASIVO,1198_1295_287751_287751,2,SET,200104065,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,040,HUMECTANTES,0,0,LB NOCTURNE MIST NIGHT 50 ML,84.0,29.9,1.0,6081.6,0.644048,0.777165,0.002702,NOCTURNE,PARA ROSTRO,A DESCONTINUAR BAJO ANALI,202205.0
16626,202401,PE,CONSULTORA,MASIVO,1118_1198_38886_38886,999,VOLUMEN,200037781,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,011,PERFUMES,0,0,LB SATIN ROUGE 50ML,195.0,59.9,1.0,3857.77,0.692821,0.727598,0.000623,IRRESISTIBLE,DAMAS,Inactivo,
16627,202204,PE,CONSULTORA,MASIVO,1368_1472_283328_283328,2,SET,200094947,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,041,NUTRITIVAS REVITALIZADORA,0,0,LB BIO RESIST NUTRITIVA 50G,150.0,50.0,1.0,22286.78,0.666667,0.698187,0.004194,BIO RESIST,PARA ROSTRO,DUAL PLANNING,202005.0
16634,202309,PE,CONSULTORA,MASIVO,3241_3806_404908_404908,999,VOLUMEN,200082480,10,COSMETICOS,A,LBEL,FRAGANCIAS,01,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE NIGHT 100ML,168.0,45.3,6.0,230.34,0.730357,0.730357,4.6e-05,BLEU INTENSE NIGHT,CABALLEROS,INACTIVO,201504.0
16636,202309,PE,CONSULTORA,MASIVO,2885_3443_404508_404508,991,INDIVIDUAL,P0280084002,10,COSMETICOS,A,LBEL,MAQUILLAJE,02,MAQUILLAJE,086,DELINEADOR OJOS,0,0,LB DELIN LINER ILIMITE 2.5ML,66.0,29.7,1.0,830.61,0.55,0.55,0.000253,L'BEL,PARA OJOS,INACTIVO,201810.0
16637,202403,PE,CONSULTORA,MASIVO,1285_1353_46168_46168,2,SET,200094946,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,040,HUMECTANTES,0,0,LB BIO RESIST HIDRATANTE 30ML,128.0,39.0,1.0,2848.25,0.695313,0.729639,0.000919,BIO RESIST,PARA ROSTRO,A DESCONTINUAR CONGELADO,202005.0
16641,202317,PE,CONSULTORA,MASIVO,1354_1524_31098_31098,999,VOLUMEN,200113540,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE FPS100 70ML,118.0,34.98,4.0,30107.34,0.703559,0.703559,0.006962,DEFENSE TOTAL,CUERPO,ANTES DE APARECER (NUEVO),201401.0
16643,202304,PE,CONSULTORA,MASIVO,2784_3283_377124_377124,2,SET,200083596,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,45,BRONCEADORES-BLOQUEADORES,0,0,LB DEFENSE ROS&CUE 80ML,104.0,34.79,1.0,619.09,0.665481,0.6655,0.000157,DEFENSE TOTAL,CUERPO,DUAL PLANNING,202301.0
16650,202309,PE,CONSULTORA,MASIVO,3244_3823_404925_404925,999,VOLUMEN,P0279060007,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,LB DELINEADOR LINER D'IMPACT 1,66.0,25.75,6.0,130.93,0.609848,0.609848,4.6e-05,L'BEL,PARA OJOS,Inactivo,
16655,202211,PE,CONSULTORA,MASIVO,1127_1244_316979_316979,999,VOLUMEN,200094945,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,LB BIO RESIST LIMPIADORA 100ML,75.0,0.0,1.0,0.0,1.0,0.74446,0.001964,BIO RESIST,PARA ROSTRO,LIQUIDACIÓN,202109.0
16656,202312,PE,CONSULTORA,MASIVO,2703_3281_12281_12281,2,SET,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,168.0,39.9,1.0,22112.1,0.7625,0.748658,0.004699,MITHYKA,DAMAS,Inactivo,
16657,202403,PE,CONSULTORA,MASIVO,1333_1401_46221_46221,3,SET,P0602155161,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.674126,0.00157,,,,
16658,202308,PE,CONSULTORA,MASIVO,3693_3850_3691_3691,3,SET,200110112,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB EXPERTÉ SC LISO 155ML,46.0,18.24,1.0,773.0,0.603478,0.603409,0.000365,EXPERTÉ,TRATAMIENTO CAPILAR,ACTIVO,202302.0
16667,202206,PE,CONSULTORA,MASIVO,2198_2334_293814_293814,2,SET,P0602155150,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,2.5,0.0,1.0,0.0,1.0,0.705669,0.00119,,,,
16672,202306,PE,CONSULTORA,MASIVO,3924_4852_389007_389007,999,VOLUMEN,P0261052003,10,COSMETICOS,A,LBEL,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,LB LABIAL INFINI ABSOLU 7G,64.0,19.17,3.0,243.69,0.700469,0.700504,0.000111,L'BEL,PARA LABIOS,A DESCONTINUAR CONGELADO,202312.0
16682,202217,PE,CONSULTORA,MASIVO,1403_1453_350772_350772,2,SET,200101086,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCENTRÉ OLEO 30 ML,140.0,55.96,1.0,5500.75,0.600286,0.682045,0.000813,CONCENTRE TOTAL,PARA ROSTRO,A DESCONTINUAR CONGELADO,202112.0
16683,202307,PE,CONSULTORA,MASIVO,3546_3707_393558_393558,2,SET,200072404,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,LB DRY EFFECT DESO ROLL 50ML,26.0,8.35,1.0,4941.78,0.678846,0.677465,0.005057,DRY EFFECT 48,DESODORANTES,INACTIVO,201818.0
16687,202313,PE,CONSULTORA,MASIVO,2564_3122_16497_16497,2,SET,200105335,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB LIVE POLO PARFUM 100 ML,168.0,48.02,1.0,3784.17,0.714167,0.714163,0.000693,LIVE POLO,MASCULINO,ACTIVO,202115.0
16690,202403,PE,CONSULTORA,MASIVO,5284_5551_53174_53174,999,VOLUMEN,200050979,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB MITHYKA 50ML,170.0,43.69,1.0,2555.04,0.743,0.743015,0.000803,MITHYKA,DAMAS,Inactivo,
16691,202313,PE,CONSULTORA,MASIVO,1007_1039_14444_14444,2,SET,200109500,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB SPA COLL NECT CR CORP 200ML,66.0,21.9,1.0,33426.56,0.668182,0.754615,0.013417,SPA COLLECTION,CUERPO,ACTIVO,202313.0
16694,202404,PE,CONSULTORA,MASIVO,2191_2355_57367_57367,2,SET,200080229,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXPERTE ELIXIR 90ML,86.0,24.77,1.0,0.0,0.711977,0.711923,0.0,LIGNE EXPERTE,TRATAMIENTO CAPILAR,ACTIVO,201401.0
16697,202205,PE,CONSULTORA,MASIVO,1258_1395_287945_287945,999,VOLUMEN,200090313,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB NOCTURNE OJOS 15G,95.0,15.0,1.0,8706.41,0.842105,0.825485,0.007238,NOCTURNE,PARA OJOS,ANTES DE APARECER (NUEVO),202514.0
16705,202301,PE,CONSULTORA,MASIVO,2995_3470_363430_363430,2,SET,200083217,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,52,MODELADORAS,0,0,LB PERF SBELTESSE 200G,126.0,39.0,1.0,2082.15,0.690476,0.622297,0.000508,PERFORMANCE,CUERPO,ACTIVO,201512.0
16715,202211,PE,CONSULTORA,MASIVO,1092_1139_316828_316828,3,SET,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,287,COLONIA MASCULINA,0,0,LB BLEU INTENSE 100ML,150.0,55.0,1.0,30762.6,0.633333,0.696409,0.005277,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
16718,202309,PE,CONSULTORA,MASIVO,1134_1272_401774_401774,999,VOLUMEN,200092164,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTANOLOGY LOC REAF 400ML,96.0,34.95,2.0,2547.31,0.635938,0.635938,0.000658,BOTANOLOGY,CUERPO,ACTIVO,202101.0
16721,202208,PE,CONSULTORA,MASIVO,1165_1237_301882_301882,2,SET,P0602155136,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,6.0,0.0,1.0,0.0,1.0,0.623113,0.000992,,,,
16725,202311,PE,CONSULTORA,MASIVO,1051_1285_6397_6397,999,VOLUMEN,200095864,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MON L'BEL 40ML,208.0,52.3,1.0,6293.44,0.748558,0.707904,0.001024,MON L'BEL,FEMENINO,ANTES DE APARECER (NUEVO),202510.0
16726,202311,PE,CONSULTORA,MASIVO,1044_1257_6369_6369,999,VOLUMEN,210099295,10,COSMETICOS,A,LBEL,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,41,NUTRITIVAS REVITALIZADORA,0,0,LB CONCE TO SUERO NIA 30ML,152.0,53.3,3.0,9530.87,0.649342,0.649342,0.001522,CONCENTRE TOTAL,PARA ROSTRO,ANTES DE APARECER (NUEVO),198601.0
16727,202205,PE,CONSULTORA,MASIVO,1254_1384_287918_287918,999,VOLUMEN,200051249,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,LB BLEU INTENSE 100ML,138.0,45.27,4.0,27776.26,0.671957,0.737565,0.006016,BLEU INTENSE,CABALLEROS,ANTES DE APARECER (NUEVO),202316.0
16728,202316,PE,CONSULTORA,MASIVO,1273_1398_26718_26718,999,VOLUMEN,200110089,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB EXPERTÉ SH RIZOS 300 ML,46.0,16.47,4.0,1814.67,0.641957,0.641957,0.000919,EXPERTÉ,SHAMPOO,ACTIVO,202302.0
16735,202206,PE,CONSULTORA,MASIVO,1206_1277_292658_292658,2,SET,P0602155136,50,APOYO,A,LBEL,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,6.0,0.0,1.0,0.0,1.0,0.726062,0.008104,,,,
16737,202402,PE,CONSULTORA,MASIVO,2364_2531_43627_43627,2,SET,200037781,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB SATIN ROUGE 50ML,196.0,53.79,1.0,4785.91,0.725561,0.725549,0.000837,IRRESISTIBLE,DAMAS,Inactivo,
16738,202208,PE,CONSULTORA,MASIVO,1225_1365_302071_302071,999,VOLUMEN,200074219,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,LB LIGNE EXP ALISSANT SH 250ML,42.0,17.95,2.0,11651.15,0.572619,0.572619,0.005755,LIGNE EXPERTE,SHAMPOO,LIQUIDACION CON PLAN,198601.0
16744,202314,PE,CONSULTORA,MASIVO,1382_1602_18891_18891,999,VOLUMEN,200107825,10,COSMETICOS,A,LBEL,CUIDADO PERSONAL,4,CUIDADO PERSONAL,93,ADULTOS-NIÑOS(AS)-BEBES,0,0,LB EXPERTÉ AC NUTRICI 200 ML,46.0,16.47,4.0,1689.07,0.641957,0.641957,0.000894,EXPERTÉ,ACONDICIONADORES,ACTIVO,202302.0
16748,202302,PE,CONSULTORA,MASIVO,2712_3180_367923_367923,2,SET,200109538,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB MITHYKA LUMIERE PARF 50ML,167.0,65.0,1.0,8482.34,0.610778,0.578125,0.001158,MITHYKA LUMIERE,DAMAS,ACTIVO,202214.0
16749,202310,PE,CONSULTORA,MASIVO,2962_3235_408676_408676,2,SET,200105208,10,COSMETICOS,A,LBEL,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,LB BOTAN CR MANOS MATCHA 50G,48.0,9.9,1.0,4354.41,0.79375,0.695833,0.003764,BOTANOLOGY,MANOS,LIQUIDACIÓN,202203.0
16750,202403,PE,CONSULTORA,MASIVO,1385_1497_46358_46358,999,VOLUMEN,200012707,10,COSMETICOS,A,LBEL,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,LB LIASSON 50ML,205.0,84.9,1.0,4029.2,0.585854,0.585854,0.000651,LIASSON / FIANCEE,DAMAS,Inactivo,
